,Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Response,Age,Customer_Days,AcceptedCmpOverall,Rango_Edad,Rango_Antiguedad,Monto Total,Marital_Status,Education
1098,22634,0,0,2,23,11,8,6,46,1,2,1,2,8,0,54,2688,0,50-59,7 años,96,Together,Basic
1099,47025,0,1,508,11,59,23,5,29,5,11,1,6,9,0,42,2449,0,40-49,6 años,635,Married,2n Cycle
1100,70566,0,1,381,28,215,84,28,21,2,6,5,9,3,0,52,2425,0,50-59,6 años,757,Single,Graduation
1101,31605,1,0,74,0,42,2,1,6,2,2,1,4,7,0,41,2743,0,40-49,7 años,125,Married,PhD
1102,52034,1,1,146,0,93,7,13,73,5,4,2,5,7,0,47,2567,0,40-49,7 años,332,Divorced,Master
1103,48526,1,0,23,17,23,43,20,9,1,2,1,4,3,0,41,2346,0,40-49,6 años,135,Single,Graduation
1104,46734,0,1,110,5,137,26,23,29,2,6,1,5,7,0,66,2747,0,60-69,7 años,330,Married,Graduation
1105,39552,1,1,165,3,147,4,24,41,6,6,2,5,8,1,58,2717,0,50-59,7 años,384,Divorced,Graduation
1106,86358,1,1,957,47,494,82,47,95,4,5,3,6,8,0,54,2849,0,50-59,7 años,1722,Single,Graduation
1107,46931,2,1,41,0,17,3,1,16,2,1,1,3,3,0,43,2225,0,40-49,6 años,78,Together,Graduation
1108,16581,0,0,1,3,4,2,3,11,1,0,0,3,4,0,35,2692,0,30-39,7 años,24,Single,Basic
1109,63998,0,0,176,29,555,0,33,112,1,7,6,11,4,1,68,2350,0,60-69,6 años,1168,Divorced,2n Cycle
1110,67381,0,1,815,8,53,11,0,70,4,2,2,9,7,0,69,2689,1,60-69,7 años,957,Married,Master
1111,25930,1,1,6,1,2,2,0,4,1,1,0,2,7,0,53,2421,0,50-59,6 años,15,Single,Graduation
1112,42693,1,0,8,4,20,6,3,16,1,1,0,3,5,0,42,2181,0,40-49,5 años,57,Married,Graduation
1113,85606,0,1,717,42,555,120,30,84,2,6,7,9,3,0,44,2753,1,40-49,7 años,1956,Together,Graduation
1114,72903,0,0,1067,79,555,0,19,39,1,7,5,8,4,1,35,2402,3,30-39,6 años,2013,Single,Graduation
1115,49669,1,0,166,5,107,11,8,29,2,5,1,6,6,0,46,2195,0,40-49,6 años,326,Together,2n Cycle
1116,36778,1,1,29,4,34,2,4,4,3,3,0,3,9,0,52,2852,0,50-59,7 años,77,Married,PhD
1117,85696,0,0,714,76,395,116,0,12,1,4,6,9,1,1,58,2581,0,50-59,7 años,1313,Divorced,PhD
1118,10979,0,0,8,4,10,2,2,4,2,3,0,3,5,0,31,2197,0,30-39,6 años,30,Divorced,Master
1119,49678,0,1,229,5,56,3,2,20,2,6,2,4,7,0,59,2671,0,50-59,7 años,315,Married,Graduation
1120,56129,0,1,320,48,133,39,72,48,4,6,2,10,4,0,67,2533,0,60-69,6 años,660,Together,Master
1121,37155,1,0,23,0,26,7,15,3,1,2,0,4,5,0,31,2673,0,30-39,7 años,74,Married,Graduation
1122,21282,1,0,1,5,8,4,8,20,2,2,1,2,6,0,42,2208,0,40-49,6 años,46,Divorced,2n Cycle
1123,33419,0,1,56,0,12,0,0,18,2,2,0,4,7,0,58,2475,0,50-59,6 años,86,Single,PhD
1124,63285,0,0,508,79,249,50,38,126,1,6,5,13,3,0,75,2395,0,70+,6 años,1103,Widow,Graduation
1125,21255,1,0,29,0,25,2,2,3,4,2,1,4,4,0,46,2318,0,40-49,6 años,61,Together,Master
1126,42162,1,0,46,7,59,2,4,27,2,3,1,3,6,1,39,2381,1,30-39,6 años,145,Together,Graduation
1127,54450,1,1,454,0,171,8,19,32,6,9,2,8,8,0,64,2812,0,60-69,7 años,684,Together,Graduation
1128,57744,0,1,350,3,39,0,0,19,2,9,1,4,8,0,66,2388,0,60-69,6 años,411,Married,PhD
1129,26576,1,0,10,0,8,0,0,9,1,1,0,2,9,1,34,2783,1,30-39,7 años,27,Single,Graduation
1130,57513,0,0,735,40,183,52,20,30,2,9,3,13,6,0,77,2517,0,70+,6 años,1060,Widow,PhD
1131,68142,0,1,897,79,196,91,83,37,3,10,4,7,6,0,56,2828,0,50-59,7 años,1459,Together,Graduation
1132,7500,0,1,5,2,3,3,0,5,1,1,0,2,8,0,41,2828,0,40-49,7 años,18,Married,Graduation
1133,83145,0,0,777,35,555,39,83,114,1,5,9,11,2,1,46,2804,1,40-49,7 años,1833,Together,Graduation
1134,54197,0,1,162,6,37,6,13,13,2,1,3,6,1,0,60,2246,0,60-69,6 años,237,Married,Master
1135,23091,1,1,35,0,11,0,0,2,4,2,1,3,7,0,57,2191,0,50-59,6 años,48,Single,PhD
1136,46049,1,1,342,9,112,19,14,19,6,5,2,9,7,1,44,2502,0,40-49,6 años,515,Married,Graduation
1137,56715,0,0,258,79,239,120,83,9,1,7,3,4,4,0,46,2730,0,40-49,7 años,1020,Together,Graduation
1138,79410,0,0,658,79,483,120,13,13,1,3,2,5,1,0,59,2190,0,50-59,6 años,1370,Married,Graduation
1139,57304,0,1,356,79,329,120,17,106,2,7,6,10,5,0,69,2634,0,60-69,7 años,1026,Married,Graduation
1140,44375,0,1,213,5,28,7,7,41,1,4,1,6,5,0,55,2257,0,50-59,6 años,301,Married,Graduation
1141,54450,1,1,454,0,171,8,19,32,6,9,2,8,8,0,64,2812,0,60-69,7 años,684,Together,Graduation
1142,59594,0,1,457,4,29,0,0,9,1,8,1,7,7,0,55,2776,1,50-59,7 años,499,Married,Graduation
1143,80685,0,0,241,45,555,34,26,54,1,6,4,10,2,0,26,2835,0,20-29,7 años,1004,Together,Graduation
1144,40344,0,1,210,0,6,0,0,2,2,4,1,5,7,0,46,2418,0,40-49,6 años,218,Married,PhD
1145,62710,0,1,441,35,83,7,29,11,4,4,2,12,4,0,48,2561,0,40-49,7 años,606,Married,Graduation
1146,48985,0,1,19,13,18,10,7,8,1,1,1,3,3,0,52,2518,0,50-59,6 años,75,Married,2n Cycle
1147,35322,1,2,28,9,37,12,7,13,3,2,0,4,8,0,52,2835,0,50-59,7 años,106,Together,Graduation
1148,77142,0,0,476,75,162,29,83,97,1,4,4,8,2,0,72,2555,0,70+,7 años,990,Married,Graduation
1149,81657,0,0,364,40,425,120,60,50,1,3,4,8,1,0,51,2317,0,50-59,6 años,1097,Single,Graduation
1150,14421,0,0,0,0,2,3,3,8,1,1,0,2,5,0,24,2291,1,20-29,6 años,16,Married,Basic
1151,20130,0,0,0,6,3,7,6,12,1,1,0,3,8,0,46,2263,0,40-49,6 años,34,Married,2n Cycle
1152,74214,0,0,863,79,547,86,83,33,1,8,2,5,5,0,30,2831,0,30-39,7 años,1711,Married,PhD
1153,66726,1,1,349,7,35,0,0,47,3,8,2,4,7,0,63,2327,1,60-69,6 años,438,Married,Master
1154,23724,1,0,5,23,15,0,18,14,2,2,0,3,8,0,41,2696,0,40-49,7 años,75,Together,Basic
1155,47353,0,1,184,2,19,8,8,4,3,2,2,6,5,0,60,2387,0,60-69,6 años,225,Married,Master
1156,33444,1,1,8,0,8,0,0,2,1,1,0,2,8,0,68,2762,0,60-69,7 años,18,Married,Master
1157,54386,0,1,277,21,64,62,21,25,2,3,2,10,3,0,39,2567,0,30-39,7 años,470,Married,Graduation
1158,28510,1,1,44,5,19,0,4,19,3,2,0,4,5,0,39,2601,0,30-39,7 años,91,Divorced,Graduation
1159,90638,0,0,1156,79,555,94,83,96,1,3,4,10,1,0,29,2295,1,20-29,6 años,2525,Single,Master
1160,48070,0,1,373,14,83,6,9,19,3,8,2,6,7,0,70,2691,0,70+,7 años,504,Together,Graduation
1161,43140,0,1,134,8,76,6,0,11,1,4,1,5,6,0,63,2699,0,60-69,7 años,235,Married,Graduation
1162,54959,0,1,1148,0,60,0,0,24,3,9,5,4,7,1,59,2685,1,50-59,7 años,1232,Divorced,PhD
1163,15056,1,1,6,12,3,21,6,40,5,2,2,3,5,0,62,2581,0,60-69,7 años,88,Single,Basic
1164,26954,1,0,4,1,11,0,0,1,1,1,0,2,7,0,49,2211,0,40-49,6 años,17,Single,Graduation
1165,22327,1,0,5,4,8,2,0,5,1,1,0,3,5,0,35,2490,0,30-39,6 años,24,Single,Graduation
1166,44393,1,1,24,2,20,2,2,10,2,1,0,4,4,0,55,2470,0,50-59,6 años,60,Married,Graduation
1167,62000,0,1,899,0,101,0,0,20,1,6,6,13,4,0,68,2467,1,60-69,6 años,1020,Single,PhD
1168,31497,0,1,108,1,28,13,1,4,2,3,1,4,8,0,58,2729,0,50-59,7 años,155,Together,PhD
1169,45894,0,2,27,2,7,0,2,13,1,1,0,3,5,0,46,2281,0,40-49,6 años,51,Married,2n Cycle
1170,78579,0,0,816,66,549,120,66,99,1,5,6,4,3,1,50,2713,0,50-59,7 años,1812,Divorced,Master
1171,67369,0,1,1230,0,70,37,14,42,4,7,4,10,4,1,51,2748,2,50-59,7 años,1461,Widow,Master
1172,58401,0,1,10,0,11,17,29,29,1,1,2,2,4,0,60,2229,0,60-69,6 años,96,Divorced,Graduation
1173,62307,0,1,87,13,34,10,6,10,1,4,0,4,5,0,68,2291,0,60-69,6 años,160,Single,Graduation
1174,43641,1,1,57,2,51,4,2,23,3,2,1,4,6,0,51,2592,0,50-59,7 años,139,Married,Master
1175,63841,0,1,635,15,100,20,7,126,1,9,3,9,6,0,52,2593,0,50-59,7 años,908,Divorced,Master
1176,46891,0,1,43,12,23,29,15,61,1,2,1,4,4,0,55,2460,0,50-59,6 años,183,Married,2n Cycle
1177,70091,1,0,964,34,137,15,0,11,2,5,2,10,8,0,51,2614,1,50-59,7 años,1161,Married,Master
1178,78075,0,0,572,8,259,34,35,80,1,3,5,5,1,0,48,2244,0,40-49,6 años,988,Married,PhD
1179,59184,0,1,341,79,113,120,83,66,3,6,6,12,5,0,59,2817,0,50-59,7 años,1072,Widow,2n Cycle
1180,54809,1,1,63,6,57,13,13,22,4,2,1,5,4,0,43,2450,0,40-49,6 años,174,Married,Graduation
1181,58113,0,1,221,79,169,102,78,84,3,9,2,8,7,0,61,2679,0,60-69,7 años,758,Married,Graduation
1182,51412,0,1,140,3,29,4,5,14,2,3,2,4,4,0,62,2339,0,60-69,6 años,195,Married,Master
1183,15287,1,0,1,2,8,4,3,13,2,1,1,2,7,1,41,2786,1,40-49,7 años,31,Divorced,Graduation
1184,66636,0,0,291,10,555,84,10,0,1,3,4,9,1,0,63,2475,0,60-69,6 años,1084,Together,Master
1185,50965,0,1,544,13,85,8,6,29,3,10,4,5,8,0,64,2653,1,60-69,7 años,685,Married,Master
1186,84618,0,0,684,79,555,21,66,0,1,6,9,10,2,0,55,2378,1,50-59,6 años,1672,Married,PhD
1187,18351,0,0,1,12,9,0,14,7,1,2,0,3,7,0,30,2402,0,30-39,6 años,43,Married,Graduation
1188,40451,0,2,35,0,4,0,0,10,1,1,1,2,5,0,63,2292,1,60-69,6 años,49,Together,PhD
1189,36317,0,1,87,3,25,3,2,13,2,3,0,4,7,0,55,2562,0,50-59,7 años,133,Together,Graduation
1190,42213,0,1,309,3,24,4,3,20,2,5,1,7,7,0,63,2419,1,60-69,6 años,363,Together,Graduation
1191,65748,0,1,172,73,93,95,78,34,2,2,4,10,1,0,65,2599,0,60-69,7 años,545,Together,Graduation
1192,77044,0,1,625,38,242,50,34,76,2,7,10,11,4,0,48,2404,1,40-49,6 años,1065,Together,Graduation
1193,74918,0,0,972,59,555,25,19,59,1,5,9,6,3,0,51,2633,1,50-59,7 años,2047,Together,Graduation
1194,56721,1,1,157,6,39,6,13,75,5,4,1,5,6,0,48,2765,0,40-49,7 años,296,Married,Graduation
1195,42160,1,1,48,9,45,3,15,20,4,2,1,4,6,1,45,2525,0,40-49,6 años,140,Single,Graduation
1196,61559,0,1,279,79,88,32,14,34,1,4,2,10,3,0,55,2506,0,50-59,6 años,530,Single,Graduation
1197,33629,1,1,132,0,16,0,0,4,5,3,1,4,9,0,57,2849,0,50-59,7 años,152,Together,PhD
1198,68682,0,0,919,0,505,99,30,45,1,4,9,10,2,0,29,2425,0,20-29,6 años,1598,Together,PhD
1199,34377,0,1,62,0,22,3,1,26,2,2,2,2,7,0,57,2685,0,50-59,7 años,114,Single,Graduation
1200,8940,1,0,1,45,3,4,6,42,3,3,1,3,8,0,34,2835,0,30-39,7 años,101,Single,Basic
1201,26228,1,0,2,6,4,3,1,9,1,1,0,2,8,0,47,2439,0,40-49,6 años,25,Married,Graduation
1202,77297,0,0,408,61,109,48,83,41,1,5,7,9,4,0,63,2678,1,60-69,7 años,789,Divorced,2n Cycle
1203,40211,1,1,51,1,7,2,1,25,2,2,1,2,8,0,39,2493,1,30-39,6 años,87,Married,Graduation
1204,33438,1,1,62,1,16,3,2,6,4,2,1,4,5,0,62,2439,0,60-69,6 años,90,Widow,PhD
1205,75032,0,1,952,12,180,47,12,12,2,5,4,9,3,0,61,2586,0,60-69,7 años,1215,Married,PhD
1206,61284,0,0,618,15,106,20,7,45,1,11,2,8,6,0,65,2419,1,60-69,6 años,811,Single,PhD
1207,22518,1,0,11,7,12,2,2,27,2,2,1,2,5,1,34,2774,1,30-39,7 años,61,Married,Graduation
1208,54730,0,1,318,3,17,4,7,56,5,4,1,8,4,0,45,2477,0,40-49,6 años,405,Married,Master
1209,38452,1,1,56,0,14,0,0,2,3,3,0,3,7,0,65,2250,0,60-69,6 años,72,Married,Master
1210,44421,1,1,110,5,59,7,1,7,5,5,0,4,8,0,49,2658,0,40-49,7 años,189,Divorced,Graduation
1211,38197,1,0,23,0,11,2,1,3,1,1,0,3,5,0,34,2524,0,30-39,6 años,40,Together,PhD
1212,41986,0,1,27,5,8,8,3,12,3,3,0,4,4,0,42,2299,0,40-49,6 años,63,Divorced,Graduation
1213,28427,1,0,18,3,19,3,3,6,2,2,0,3,8,0,37,2624,0,30-39,7 años,52,Together,Graduation
1214,37395,1,0,18,0,9,0,1,11,1,1,0,3,6,0,44,2217,0,40-49,6 años,39,Together,PhD
1215,64722,1,0,303,0,280,60,83,15,4,8,2,11,6,0,49,2193,0,40-49,6 años,805,Married,Graduation
1216,55249,0,1,97,1,19,2,0,11,1,2,1,4,3,0,64,2232,0,60-69,6 años,130,Together,Master
1217,84906,0,0,997,15,414,99,30,76,1,5,6,12,2,0,48,2427,3,40-49,6 años,1631,Together,Graduation
1218,28691,1,0,5,4,13,8,0,4,1,1,0,3,8,0,31,2519,0,30-39,6 años,34,Married,Graduation
1219,44213,1,1,95,11,35,0,4,7,4,2,1,5,6,0,68,2371,0,60-69,6 años,152,Single,Graduation
1220,25707,1,0,1,6,2,3,6,3,1,1,0,3,7,0,36,2321,0,30-39,6 años,21,Single,Basic
1221,59062,2,1,46,1,12,3,0,9,2,2,0,3,4,0,53,2428,0,50-59,6 años,71,Married,PhD
1222,76624,0,1,411,79,147,54,83,66,1,5,10,7,1,0,58,2195,1,50-59,6 años,899,Single,Graduation
1223,66000,0,0,244,51,270,101,0,45,1,1,3,5,1,0,73,2229,0,70+,6 años,711,Together,Master
1224,27683,1,0,152,9,121,12,12,45,4,6,2,4,8,0,42,2853,0,40-49,7 años,351,Together,PhD
1225,1730,0,0,1,1,3,1,1,1,6,0,0,0,13,0,49,2201,0,40-49,6 años,8,Divorced,Graduation
1226,7500,1,0,10,17,18,8,26,40,4,3,2,2,9,0,28,2732,0,20-29,7 años,119,Single,Basic
1227,40521,1,1,12,0,5,0,0,4,1,0,1,2,5,0,52,2609,0,50-59,7 años,21,Together,Graduation
1228,20427,1,0,5,0,4,0,0,1,1,1,0,2,8,0,47,2256,0,40-49,6 años,10,Together,PhD
1229,65106,0,1,790,19,133,12,0,19,3,8,3,13,6,0,45,2195,1,40-49,6 años,973,Married,Graduation
1230,69969,0,0,882,29,514,38,29,44,1,4,2,6,3,1,55,2465,2,50-59,6 años,1536,Married,PhD
1231,67433,0,2,615,28,259,12,48,30,4,6,5,13,4,0,68,2507,1,60-69,6 años,992,Married,Graduation
1232,77766,0,1,1004,59,265,115,59,27,2,11,10,11,6,1,53,2651,1,50-59,7 años,1529,Married,PhD
1233,74716,0,1,133,27,421,13,83,71,2,7,3,5,4,0,48,2449,0,40-49,6 años,860,Married,Graduation
1234,68118,0,1,595,23,123,10,23,126,2,8,9,4,6,0,57,2413,0,50-59,6 años,928,Divorced,Graduation
1235,55158,1,1,293,0,87,4,11,23,4,7,2,5,7,1,50,2858,0,50-59,7 años,418,Married,PhD
1236,62972,0,1,313,15,47,20,0,126,2,7,4,3,6,1,65,2854,0,60-69,7 años,587,Married,2n Cycle
1237,74190,0,1,151,79,86,120,83,64,2,4,2,11,2,0,45,2207,0,40-49,6 años,641,Married,Graduation
1238,39356,1,1,15,0,2,0,0,6,1,1,0,2,6,0,44,2261,1,40-49,6 años,23,Married,Graduation
1239,76653,0,0,736,63,555,120,83,126,1,4,7,11,2,0,51,2476,2,50-59,6 años,2279,Together,Graduation
1240,35860,1,1,15,0,8,4,2,20,2,1,1,2,5,0,47,2200,1,40-49,6 años,49,Divorced,PhD
1241,90687,0,0,982,17,555,23,34,51,1,6,2,8,2,1,37,2562,1,30-39,7 años,1779,Divorced,PhD
1242,73450,0,0,1142,51,415,90,69,37,1,7,8,11,3,0,38,2365,2,30-39,6 años,1804,Together,Master
1243,31454,1,1,28,0,11,0,0,9,3,2,0,3,8,0,60,2517,0,60-69,6 años,48,Married,Graduation
1244,47139,1,1,46,0,12,0,2,23,2,2,1,2,7,1,68,2274,0,60-69,6 años,83,Single,Graduation
1245,83829,0,0,897,79,430,120,83,27,0,4,7,6,1,1,45,2423,3,40-49,6 años,1862,Divorced,Graduation
1246,53378,1,1,489,6,152,8,6,126,6,9,4,6,8,1,57,2802,0,50-59,7 años,793,Married,PhD
1247,19656,1,0,25,4,9,6,8,32,3,2,1,3,7,0,50,2665,0,50-59,7 años,84,Together,Graduation
1248,45579,0,1,145,1,33,2,1,1,1,4,1,4,6,0,72,2472,0,70+,6 años,183,Married,PhD
1249,85485,0,0,630,26,555,44,18,54,1,6,6,6,2,0,62,2167,0,60-69,5 años,1383,Single,2n Cycle
1250,55956,0,0,760,38,104,50,9,38,2,7,3,4,4,0,76,2242,1,70+,6 años,999,Married,Graduation
1251,64191,0,1,420,15,186,120,38,15,3,5,3,13,3,0,57,2682,0,50-59,7 años,825,Single,Master
1252,38808,1,0,125,17,52,3,19,30,4,5,1,4,8,1,48,2831,1,40-49,7 años,246,Single,Graduation
1253,57183,1,1,464,5,64,7,0,70,6,9,1,7,8,0,54,2626,0,50-59,7 años,610,Married,Master
1254,23748,1,0,6,6,29,12,15,8,3,2,1,3,8,0,52,2744,0,50-59,7 años,76,Divorced,Master
1255,66303,0,1,1090,12,96,16,12,60,4,3,4,11,8,0,49,2647,1,40-49,7 años,1286,Married,Graduation
1256,37368,1,0,3,2,11,2,2,10,1,1,0,2,6,0,45,2354,1,40-49,6 años,30,Married,Master
1257,40800,1,2,24,0,27,8,30,10,2,3,0,3,7,0,56,2703,0,50-59,7 años,99,Married,Graduation
1258,71847,0,0,737,21,106,55,63,126,0,6,7,9,3,0,42,2805,1,40-49,7 años,1192,Divorced,Graduation
1259,46149,0,1,254,6,71,4,0,27,5,5,1,7,5,0,45,2371,0,40-49,6 años,362,Married,Graduation
1260,78687,0,0,817,79,555,120,55,126,1,4,6,8,2,1,37,2848,1,30-39,7 años,2130,Together,Graduation
1261,49118,0,0,620,54,239,99,83,119,2,9,7,10,7,1,49,2839,2,40-49,7 años,1229,Divorced,2n Cycle
1262,37633,1,1,13,4,20,0,0,1,2,1,0,3,9,0,63,2806,0,60-69,7 años,38,Married,PhD
1263,39767,0,0,113,61,204,34,26,47,2,7,1,7,8,0,69,2502,0,60-69,6 años,485,Together,Master
1264,26997,0,0,7,23,78,120,49,126,2,4,2,5,7,0,69,2760,0,60-69,7 años,434,Married,Basic
1265,33986,1,0,16,2,18,2,1,5,1,1,0,3,7,0,50,2631,0,50-59,7 años,44,Divorced,Graduation
1266,57091,0,1,462,0,24,6,0,4,2,9,2,5,7,1,48,2742,1,40-49,7 años,496,Married,PhD
1267,46831,1,1,22,2,10,6,4,34,2,1,2,2,4,0,51,2545,0,50-59,6 años,78,Married,2n Cycle
1268,83151,0,0,968,79,555,120,42,126,1,5,7,10,2,1,48,2663,3,40-49,7 años,2346,Married,Master
1269,52531,0,0,283,79,151,51,72,125,2,7,2,10,6,0,49,2705,0,40-49,7 años,794,Married,Graduation
1270,15759,0,0,1,2,5,6,0,3,1,1,0,2,7,0,64,2456,0,60-69,6 años,17,Married,Graduation
1271,22804,1,0,14,1,7,2,1,1,1,2,0,2,9,0,49,2492,0,40-49,6 años,26,Single,Graduation
1272,43050,1,0,30,5,24,6,3,8,2,2,0,4,5,0,47,2262,0,40-49,6 años,76,Married,2n Cycle
1273,42997,1,1,4,0,5,0,1,5,1,1,0,2,7,0,43,2363,0,40-49,6 años,15,Single,PhD
1274,48918,1,1,52,0,9,0,0,1,2,1,0,4,4,0,57,2237,0,50-59,6 años,62,Single,PhD
1275,60033,0,1,62,1,57,19,11,48,2,2,1,5,2,0,66,2251,0,60-69,6 años,198,Together,Master
1276,34043,1,0,20,2,14,3,0,10,1,2,0,2,9,0,42,2406,0,40-49,6 años,49,Together,PhD
1277,57811,0,1,545,7,114,37,21,78,5,7,2,11,5,0,54,2529,1,50-59,6 años,802,Together,Graduation
1278,78569,0,0,558,79,555,120,83,95,1,4,6,4,1,1,74,2289,1,70+,6 años,1736,Married,Graduation
1279,7500,1,1,6,5,4,13,4,25,4,2,1,3,6,0,42,2708,0,40-49,7 años,57,Single,Graduation
1280,94384,0,0,1111,24,555,120,45,126,0,5,8,5,2,1,67,2641,3,60-69,7 años,2302,Together,Graduation
1281,23148,0,0,4,6,8,6,3,10,1,2,0,3,7,0,35,2290,0,30-39,6 años,37,Married,2n Cycle
1282,44267,1,1,183,5,65,3,5,49,5,5,2,4,9,0,50,2648,0,50-59,7 años,310,Divorced,Graduation
1283,71626,0,0,546,72,376,94,83,72,1,5,5,8,3,0,41,2764,1,40-49,7 años,1305,Married,Graduation
1284,60894,0,1,606,7,155,10,0,54,5,10,3,8,7,0,54,2525,0,50-59,6 años,832,Together,Graduation
1285,50200,1,1,266,6,51,8,6,64,6,7,1,5,8,0,44,2611,0,40-49,7 años,401,Together,Graduation
1286,81051,0,0,1142,29,249,38,29,14,1,5,5,12,2,0,55,2196,2,50-59,6 años,1501,Married,PhD
1287,65169,0,0,1074,0,69,0,0,46,1,10,4,13,6,1,38,2325,4,30-39,6 años,1189,Married,Graduation
1288,59868,0,1,771,51,154,54,10,126,6,11,2,12,6,0,48,2501,0,40-49,6 años,1194,Together,Graduation
1289,65695,0,1,371,32,189,0,58,6,2,5,4,10,4,0,60,2308,0,60-69,6 años,656,Married,PhD
1290,64857,0,0,556,14,555,120,0,43,1,7,5,10,4,0,64,2742,0,60-69,7 años,1540,Single,Master
1291,45143,0,1,202,5,74,11,5,14,3,6,1,5,7,0,55,2466,0,50-59,6 años,311,Together,Master
1292,74805,0,1,209,79,209,41,83,37,5,4,7,10,2,0,65,2394,0,60-69,6 años,820,Together,2n Cycle
1293,59060,1,0,35,40,111,36,40,12,3,3,1,7,4,0,31,2328,0,30-39,6 años,274,Married,2n Cycle
1294,27238,1,1,37,0,17,0,0,3,3,3,0,3,9,0,58,2594,0,50-59,7 años,57,Single,PhD
1295,47009,0,1,171,45,73,59,10,90,4,3,2,8,4,0,55,2430,0,50-59,6 años,448,Together,Graduation
1296,46094,1,1,12,2,20,3,2,5,1,1,0,3,7,0,47,2178,0,40-49,5 años,44,Married,2n Cycle
1297,40321,1,1,44,4,21,6,0,27,2,3,0,3,7,0,48,2494,0,40-49,6 años,102,Married,Graduation
1298,37235,1,0,20,2,9,4,6,20,1,1,1,2,4,0,36,2307,0,30-39,6 años,61,Together,Graduation
1299,81843,0,0,779,79,537,34,69,126,1,5,9,12,3,0,60,2592,0,60-69,7 años,1643,Married,Master
1300,46692,0,1,170,6,97,24,12,88,3,6,1,5,6,0,62,2547,0,60-69,6 años,397,Together,Master
1301,77382,0,1,491,48,231,112,83,126,2,5,7,12,1,0,52,2332,1,50-59,6 años,1121,Together,Graduation
1302,37774,2,0,173,8,107,7,2,126,4,7,2,3,9,1,43,2823,1,40-49,7 años,473,Single,Graduation
1303,18393,1,0,7,10,13,16,0,4,2,3,0,3,8,0,46,2251,0,40-49,6 años,50,Married,Basic
1304,72828,0,1,1205,0,235,19,14,126,6,6,3,13,7,0,58,2659,0,50-59,7 años,1678,Married,Master
1305,24711,0,0,10,7,25,6,3,7,1,3,0,3,7,0,38,2231,0,30-39,6 años,58,Married,Graduation
1306,45503,1,0,97,4,44,6,1,18,1,3,1,4,5,0,45,2436,0,40-49,6 años,170,Married,PhD
1307,6560,0,0,67,11,26,4,3,126,0,1,0,1,13,0,38,2358,0,30-39,6 años,373,Single,Master
1308,71604,0,0,345,53,528,98,75,97,1,8,3,5,4,1,75,2383,1,70+,6 años,1196,Together,PhD
1309,27244,1,0,6,5,17,3,24,46,2,2,2,2,7,0,41,2273,0,40-49,6 años,101,Married,Graduation
1310,48752,1,1,73,57,100,71,15,0,5,6,1,5,9,1,51,2723,0,50-59,7 años,316,Married,Graduation
1311,71434,0,1,711,36,217,120,83,126,3,7,4,7,4,0,58,2443,2,50-59,6 años,1400,Married,Graduation
1312,90842,0,0,774,70,118,120,83,93,1,4,9,13,1,0,72,2494,0,70+,6 años,1424,Single,Graduation
1313,88097,1,0,163,0,480,0,83,75,1,6,5,8,9,1,42,2839,3,40-49,7 años,844,Married,Master
1314,51948,0,1,82,33,54,71,30,41,2,5,2,4,5,0,45,2444,0,40-49,6 años,311,Married,Graduation
1315,71853,0,0,358,79,413,120,83,32,1,2,8,6,1,0,38,2576,0,30-39,7 años,1149,Together,Graduation
1316,35876,0,0,66,2,40,4,3,14,1,3,1,3,6,0,37,2229,0,30-39,6 años,129,Married,Master
1317,40049,0,1,13,6,7,0,3,3,1,1,0,3,6,0,68,2415,0,60-69,6 años,32,Widow,Graduation
1318,39660,1,0,139,13,78,20,13,36,3,7,1,3,9,1,38,2849,0,30-39,7 años,299,Single,Graduation
1319,50127,0,1,274,0,21,4,6,15,1,5,1,6,6,0,58,2190,1,50-59,6 años,320,Together,Graduation
1320,43263,0,1,262,6,61,0,10,102,3,5,2,6,5,0,43,2744,0,40-49,7 años,441,Married,Master
1321,62845,1,1,1099,0,45,0,0,34,6,3,4,10,8,1,71,2795,1,70+,7 años,1178,Married,Master
1322,18929,0,0,32,0,8,23,4,18,1,1,0,4,6,0,30,2657,0,30-39,7 años,85,Married,Graduation
1323,24367,1,0,2,4,2,0,11,5,1,1,0,2,9,0,38,2625,0,30-39,7 años,24,Single,Basic
1324,33249,1,0,6,10,21,19,14,42,2,2,1,3,6,0,45,2653,0,40-49,7 años,112,Single,Graduation
1325,26887,0,1,6,7,4,3,4,6,1,1,0,3,6,0,61,2663,0,60-69,7 años,30,Married,2n Cycle
1326,50150,0,0,135,46,92,65,61,11,2,5,2,7,5,0,37,2533,0,30-39,6 años,410,Married,PhD
1327,62061,0,1,641,7,84,0,30,38,3,10,4,7,6,0,44,2461,1,40-49,6 años,800,Together,Graduation
1328,85696,0,0,714,76,395,116,0,12,1,4,6,9,1,1,58,2581,0,50-59,7 años,1313,Divorced,PhD
1329,76542,0,0,794,73,555,0,29,14,1,4,8,10,2,0,64,2615,0,60-69,7 años,1483,Together,PhD
1330,70515,0,0,420,0,452,120,64,126,1,6,6,4,2,1,27,2410,0,20-29,6 años,1258,Single,Graduation
1331,18227,1,0,1,2,7,4,3,11,1,0,1,2,8,0,33,2757,0,30-39,7 años,28,Together,Graduation
